id,name,num followers,num tweets,type
1148228809612656641,XuehuaiH,1,3,layman
2166766376,JSantel89,188,1233,expert
919588789827203072,simonbchen,1706,4448,celebrity
1022272730358575105,Leahcouteranis,14,4,layman
948982742439645184,SoftballSpiders,87,1079,layman
1124689406324092928,TextilesPak,8,12,layman
1085258814188908545,SolisVerus,5,49,layman
1151129301963530241,NacciaAvgTchr,10,4,layman
850698187522400256,crazymadden2121,25,58,layman
1633909093,D2Murphy16,21,1,layman
728739106717609984,thutch255,95,506,layman
879381340340322306,EmilyMTulloch,19,6,layman
93278231,graetztj,7,0,layman
3295171198,vilapalet,144,749,expert
1150879698349674496,aj_wright19,41,13,layman
1055610168401190913,CanHayes99,77,325,layman
1150942841444675585,Rui94661262,0,0,layman
1136576539196309504,BiotechHealthMC,10,25,layman
1130851134887866368,haydenhorn21,58,13,layman
3389996296,jdallenacamp,32140,24913,celebrity
1150865134451089408,ChristianTRoge1,2,2,layman
1149836475057524737,ClaireGarpestad,21,4,layman
1150854673919873024,WustlT,2,2,layman
2722583187,AliciaDanielsU,707,1061,expert
823478127162638336,rajneesh_anand5,11,60,layman
1080399447455084546,UniversityWsge,11,36,layman
400140709,RibhiHamdouna,80,3198,layman
259123576,KBuesteton,114,148,expert
801181869362597892,zhorve,114,130,expert
4166670400,gmatteoli1978,723,647,expert
3270387756,IanWrobel,125,498,expert
2409650383,coolschooltoday,688,7173,expert
1130980775816499201,sassyscientist2,3,0,layman
954427022595407872,DominiqueRichi4,348,479,expert
1034632441162604544,lgregory042,3,60,layman
1145628154784038914,RichardStivensm,66,390,layman
739506959783755776,TLSM_1115,10,7,layman
1635721884,De_Mi_Mitchell,72,32,layman
21581066,Faisal_Wichita,355,145,expert
158067143,CofactorGenomic,768,529,expert
901144994609864704,Ting2li,202,44,expert
1149930874827243520,GhoshSoumyendu,2,4,layman
51152638,kgillmann,30,433,layman
1133408811153338369,VoiceHeroAI,151,65,expert
1091951516,thenamesakshat,11,2,layman
14456644,mediationmatter,132,144,expert
2991187793,lexihobelman,43,111,layman
1149716633960628225,sairamg21997604,3,0,layman
1147186537672654853,ofsadvocacy,22,27,layman
2735760395,claire_stiles,57,692,layman
2875625832,Mahwish_Syed90,13,1,layman
1149670364345245697,su_senate,2,0,layman
1149668875002359808,Jun65314903,0,0,layman
996201343563042816,JamesGarzaSACS,22,25,layman
1069336274773790720,Jacky35844855,9,5,layman
1126601048280506377,WhatsMy70499077,7,12,layman
528067142,Stlhrrr,318,6183,expert
1148934304984158208,NASPOG1,61,23,layman
1080847089637171202,BlackMenInSW,303,247,expert
417999415,EmilyWoodbury,958,2261,expert
1133955067957170176,CarlosLaraGonz4,12,41,layman
1149347121159475202,Daniel_R_Towers,0,0,layman
1149333590410350597,E65P6BBJS5EWrA5,2,3,layman
1149017589538000896,SPARTANPM25,18,15,layman
885941895687548929,Kevin_R_Rose,28,3,layman
883665108706222081,lizingleson,269,221,expert
4576340454,meigie_beuty,6,4,layman
953042651867172865,athiravasu,0,0,layman
2868058620,cjmagruder1,288,3426,expert
3897377359,owenscott2002,11,22,layman
1149080272811544576,mgandari6,61,88,layman
768281452047982593,Siegel_60,156,54,expert
2458991569,JillYoungMiller,16,31,layman
1148092572893622272,NoelShabu,0,0,layman
1578260832,misskatielane,179,950,expert
186492395,brettadler,990,6194,expert
2387026788,ufoundmerrie,8,64,layman
1148271775320543233,danielledpt_,33,16,layman
930216137769607169,shubhi1023,61,1845,layman
1087921073541267456,zainClapacs,1,3,layman
530962215,KMEarl,61,216,layman
1122333510344294401,scianuei,3,0,layman
3259165069,SciMilo,435,380,expert
1475926567,MarilynBushBofA,71,14,layman
265679286,bbrd3rd,3,0,layman
231912972,carywoo,349,282,expert
131704670,kyawzinthein86,94,13,layman
787305076599590912,StrathmanTricia,25,1,layman
903994010729046016,JoelKaul6,0,0,layman
804698261961457664,TrialAssure,205,578,expert
1148569508946284544,Lucca55815364,0,0,layman
1129554905386164224,terryliverar,132,361,expert
